Name,Data Type,Statistical Method,Effect Measure,Analysis Model,Events 1,Mean 1,SD 1,Total 1,Events 2,Mean 2,SD 2,Total 2,Effect Estimate,SE,CI Start,CI End,Weight,Q,P(Q),I²(Q),Tau²,Z,P(Z),Qint,P(Qint),I²(Qint),df,Year of study
RIX Zaman 2009-BGD,,,,,17,0,0,195,12,0,0,97,0.70470085,0.35597666,0.35074939,1.41583511,3.13914561,,,,,,,,,,,2009
After dose 3,DIC,MH,Risk Ratio,Random,113,,,1108,22,,,282,1.33561983,,0.71345125,2.50035351,100,4.79316147,0.18758482,37.41082959,0.15155897,0.90457984,0.36568803,,,,3,
RIX Anh 2011-PHL,,,,,18,0,0,293,1,0,0,75,4.60750853,1.01921992,0.62503534,33.96469508,8.5982159,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,27,0,0,283,3,0,0,73,2.32155477,0.5942543,0.72435049,7.44061974,20.27957389,,,,,,,,,,,2011
RIX GSK[021] 2007-PAN,,,,,23,0,0,168,5,0,0,46,1.25952381,0.46452852,0.5067561,3.1305005,27.86215388,,,,,,,,,,,2007
RIX Steele 2010b-ZAF,,,,,45,0,0,364,13,0,0,88,0.83685545,0.2916066,0.47253552,1.48206223,43.26005634,,,,,,,,,,,2007
End of follow-up,DIC,MH,Risk Ratio,Random,1586,,,9459,792,,,4846,0.93280709,,0.83593046,1.04091083,100,24.61389851,0.0769275,34.99607553,0.01608858,1.24327617,0.21376611,,,,16,
RIX Dennehy 2005-NA,,,,,79,0,0,421,27,0,0,108,0.75059382,0.19509154,0.51208584,1.10018877,5.78032189,,,,,,,,,,,2005
RIX GSK[033] 2007-LA,,,,,168,0,0,730,34,0,0,124,0.83932313,0.16102722,0.61215665,1.15078929,7.44913468,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,27,0,0,100,17,0,0,52,0.82588235,0.25812748,0.49796598,1.36973546,3.78392717,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,21,0,0,100,9,0,0,50,1.16666667,0.35878985,0.57748979,2.35694401,2.16132467,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,74,0,0,508,36,0,0,257,1.03991689,0.1882332,0.71907509,1.50391406,6.07527941,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,131,0,0,348,20,0,0,52,0.97873563,0.18849206,0.67642659,1.41615284,6.06380174,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,213,0,0,1513,232,0,0,1514,0.91871026,0.08765694,0.77368618,1.09091846,13.16658755,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,29,0,0,182,32,0,0,181,0.9012706,0.23390894,0.5698382,1.42547254,4.42078534,,,,,,,,,,,2009
RIX Omenaca 2012-EU,,,,,52,0,0,203,27,0,0,100,0.94873198,0.20332658,0.63690058,1.41323843,5.45009235,,,,,,,,,,,2009
RIX Salinas 2005-LA,,,,,403,0,0,1618,129,0,0,537,1.03683847,0.08805159,0.872492,1.23214199,13.12829268,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,82,0,0,297,31,0,0,150,1.33594005,0.18552498,0.9286837,1.92179082,6.19703259,,,,,,,,,,,2008
RIX Steele 2010a-ZAF,,,,,19,0,0,50,15,0,0,50,1.26666667,0.28159944,0.72939782,2.19968362,3.28137887,,,,,,,,,,,
RIX Vesikari 2004a-FIN,,,,,30,0,0,122,21,0,0,62,0.72599532,0.2379635,0.45538521,1.15741396,4.30446845,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,34,0,0,265,14,0,0,133,1.21886792,0.29924564,0.67801343,2.19116459,2.96299302,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,154,0,0,2613,126,0,0,1331,0.62257091,0.11530827,0.49663605,0.78043979,10.65185726,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,34,0,0,193,6,0,0,47,1.37996546,0.41185008,0.61560309,3.09339685,1.68543364,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,36,0,0,196,16,0,0,98,1.125,0.27380952,0.65778722,1.92406443,3.43728867,,,,,,,,,,,2009
Adverse events requiring discontinuation (end of follow-up),DIC,MH,Risk Ratio,Random,198,,,51028,158,,,43952,1.00983809,,0.81710275,1.24803516,100,11.59391645,0.94993778,0,0,0.09060356,0.92780761,0,1,0,21,
RIX Anh 2011-PHL,,,,,1,0,0,300,0,0,0,75,0.75747508,1.62793935,0.03116477,18.41080739,0.44055392,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,1,0,0,297,0,0,0,78,0.79530201,1.62808253,0.0327119,19.33563532,0.44047643,,,,,,,,,,,2011
RIX Bernstein 1998-USA,,,,,1,0,0,21,0,0,0,20,2.86363636,1.60424221,0.12341968,66.44331847,0.45366537,,,,,,,,,,,1998
RIX Dennehy 2005-NA,,,,,5,0,0,421,1,0,0,108,1.28266033,1.09012176,0.15142527,10.86488128,0.98248402,,,,,,,,,,,2005
RIX GSK[021] 2007-PAN,,,,,0,0,0,177,1,0,0,51,0.09737828,1.62536701,0.00402668,2.35492454,0.44194948,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,4,0,0,730,0,0,0,122,1.51436389,1.48752282,0.08204432,27.95194076,0.52765278,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,0,0,0,103,0,0,0,52,0,0,0,0,0,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,0,0,0,100,0,0,0,50,0,0,0,0,0,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,1,0,0,508,1,0,0,257,0.50590551,1.41214038,0.03177264,8.05536975,0.58549038,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,0,0,0,348,0,0,0,52,0,0,0,0,0,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,1,0,0,508,0,0,0,176,1.043222,1.63066008,0.04269297,25.49160143,0.43908503,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,0,0,0,25,0,0,0,25,0,0,0,0,0,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,10,0,0,1666,15,0,0,1667,0.66706683,0.40677579,0.30055306,1.48053107,7.0561094,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,1,0,0,182,0,0,0,181,2.98360656,1.62963422,0.1223473,72.75933367,0.43963802,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,2,0,0,161,0,0,0,48,1.51234568,1.54059047,0.07384109,30.97448224,0.49192749,,,,,,,,,,,
RIX Phua 2009-AS,,,,,7,0,0,5263,12,0,0,5256,0.58255748,0.47519492,0.2295367,1.47851396,5.17049272,,,,,,,,,,,2009
RIX Ruiz-Palac 06-LA/EU,,,,,118,0,0,31673,104,0,0,31552,1.13028083,0.13426353,0.86876245,1.47052253,64.7678393,,,,,,,,,,,2006
RIX Steele 2008-ZAF,,,,,4,0,0,300,4,0,0,150,0.5,0.7,0.12680282,1.97156493,2.38275521,,,,,,,,,,,2008
RIX Steele 2010a-ZAF,,,,,6,0,0,50,8,0,0,50,0.75,0.5016639,0.2805719,2.00483367,4.63927174,,,,,,,,,,,
RIX Steele 2010b-ZAF,,,,,4,0,0,379,1,0,0,95,1.00263852,1.11213091,0.11336966,8.86731086,0.94398194,,,,,,,,,,,2007
RIX Tregnaghi 2011-LA,,,,,12,0,0,4376,3,0,0,2192,2.00365631,0.64496662,0.56601331,7.09283426,2.80673254,,,,,,,,,,,2011
RIX Vesikari 2004a-FIN,,,,,5,0,0,128,0,0,0,64,5.54263566,1.46924526,0.31123792,98.70522948,0.54086255,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,6,0,0,270,2,0,0,135,1.5,0.80966385,0.30683446,7.33294421,1.78100856,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,7,0,0,2646,6,0,0,1348,0.59435626,0.55534137,0.20014254,1.76503888,3.78578067,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,1,0,0,200,0,0,0,50,0.76119403,1.62544877,0.03147102,18.4111058,0.44190502,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,1,0,0,196,0,0,0,98,1.50761421,1.6283395,0.06197908,36.67206072,0.44033742,,,,,,,,,,,2009
Dropouts before the end of the trial,DIC,MH,Risk Ratio,Random,3010,,,51552,2651,,,41554,0.94482782,,0.8977859,0.99433462,100,16.55679147,0.94148877,0,0,2.17800369,0.02940576,0,1,0,27,
RIX Anh 2011-PHL,,,,,8,0,0,300,1,0,0,75,2,1.05277411,0.25404289,15.74537271,0.06126092,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,16,0,0,297,5,0,0,78,0.84040404,0.49629878,0.31771509,2.22299468,0.27565602,,,,,,,,,,,2011
RIX Colgate 2016-BGD,,,,,58,0,0,350,49,0,0,350,1.18367347,0.17870438,0.83390863,1.68013957,2.12609907,,,,,,,,,,,2016
RIX GSK[021] 2007-PAN,,,,,19,0,0,177,6,0,0,51,0.91242938,0.44050049,0.38480841,2.16348536,0.34991383,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,47,0,0,730,12,0,0,124,0.6652968,0.30850535,0.36342534,1.21791132,0.71339246,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,4,0,0,103,0,0,0,52,4.58653846,1.48112758,0.25162104,83.60324275,0.03095059,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,5,0,0,100,0,0,0,50,5.55445545,1.4670751,0.31323112,98.49588267,0.03154636,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,32,0,0,508,16,0,0,257,1.01181102,0.29646323,0.56591271,1.80904497,0.77252447,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,9,0,0,348,0,0,0,52,2.88538682,1.44344377,0.1704286,48.85011655,0.03258773,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,5,0,0,508,0,0,0,76,1.66404715,1.47202803,0.09293367,29.79601348,0.03133443,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,2,0,0,25,3,0,0,25,0.66666667,0.86794777,0.12164948,3.65348411,0.09012945,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,148,0,0,1666,168,0,0,1667,0.88148116,0.10728009,0.71432534,1.08775231,5.89950613,,,,,,,,,,,2014
RIX Madhi 2010-AF,,,,,324,0,0,3298,198,0,0,1641,0.81421247,0.08499604,0.68926939,0.96180384,9.39845708,,,,,,,,,,,2010
RIX Narang 2009-IND,,,,,9,0,0,182,10,0,0,181,0.89505495,0.44731616,0.37247188,2.15082908,0.33933194,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,13,0,0,161,1,0,0,48,3.8757764,1.02463582,0.52022009,28.87555264,0.06467178,,,,,,,,,,,
RIX Omenaca 2012-EU,,,,,15,0,0,670,6,0,0,339,1.26492537,0.47842548,0.49525446,3.23073558,0.29663699,,,,,,,,,,,2009
RIX Phua 2005-SGP,,,,,69,0,0,1811,25,0,0,653,0.99518498,0.22893051,0.63538624,1.55872614,1.29552726,,,,,,,,,,,2005
RIX Rivera 2011-DOM,,,,,5,0,0,100,5,0,0,100,1,0.6164414,0.29873364,3.34746366,0.17867768,,,,,,,,,,,2009
RIX Ruiz-Palac 06-LA/EU,,,,,1920,0,0,31673,1997,0,0,31552,0.95776918,0.03095671,0.90138526,1.01768004,70.85071101,,,,,,,,,,,2006
RIX Steele 2008-ZAF,,,,,30,0,0,300,14,0,0,150,1.07142857,0.30783422,0.58604945,1.95880942,0.71650649,,,,,,,,,,,2008
RIX Steele 2010a-ZAF,,,,,14,0,0,50,12,0,0,50,1.16666667,0.33876526,0.60060546,2.26623168,0.59163814,,,,,,,,,,,
RIX Steele 2010b-ZAF,,,,,42,0,0,379,13,0,0,96,0.81834788,0.29610372,0.4580301,1.46211625,0.77440151,,,,,,,,,,,2007
RIX Tregnaghi 2011-LA,,,,,142,0,0,4376,77,0,0,2192,0.92376362,0.13908466,0.70335046,1.21324898,3.50990561,,,,,,,,,,,2011
RIX Vesikari 2004a-FIN,,,,,12,0,0,128,2,0,0,64,3,0.74826187,0.69214899,13.00298068,0.12126813,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,21,0,0,270,12,0,0,135,0.875,0.34618098,0.4439543,1.72455812,0.56656209,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,33,0,0,2646,17,0,0,1348,0.9889289,0.29665939,0.55290198,1.76881331,0.77150319,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,5,0,0,200,1,0,0,50,1.25,1.08397417,0.14935836,10.46141664,0.05778512,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,3,0,0,196,1,0,0,98,1.5,1.14805366,0.1580761,14.23365083,0.05151451,,,,,,,,,,,2009
Subgroup analysis: rotavirus diarrhoea of any severity (by G- or P-type),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1,DIC,MH,Risk Ratio,Random,83,,,17047,237,,,14571,0.2425762,,0.12635337,0.46570357,100,29.96510365,0.00003991,79.97670867,0.5383914,4.25640594,0.00002077,,,,6,
RIX Kawamura 2011-JPN,,,,,5,0,0,498,19,0,0,250,0.13210738,0.49661207,0.04991259,0.34965845,14.10691274,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,22,0,0,1575,47,0,0,1573,0.46749071,0.25585248,0.28313331,0.77188929,18.33916143,,,,,,,,,,,2014
RIX Ruiz-Palac 06-LA/EU,,,,,3,0,0,9009,36,0,0,8858,0.08193658,0.60073889,0.02524224,0.26596698,12.31446754,,,,,,,,,,,2006
RIX Salinas 2005-LA,,,,,26,0,0,1527,31,0,0,517,0.28396392,0.26101818,0.17024881,0.47363331,18.25842983,,,,,,,,,,,2005
RIX Steele 2010a-ZAF,,,,,2,0,0,50,0,0,0,50,5,1.5364844,0.24610028,101.58460527,3.81975378,,,,,,,,,,,
RIX Vesikari 2007a-EU,,,,,18,0,0,2572,89,0,0,1302,0.10238174,0.25619262,0.06196564,0.1691586,18.33387347,,,,,,,,,,,2007
RIX Zaman 2017-BGD,,,,,7,0,0,1816,15,0,0,2021,0.51934655,0.45659429,0.21222839,1.27089893,14.82740121,,,,,,,,,,,2017
G2,DIC,MH,Risk Ratio,Random,68,,,17047,142,,,14571,0.42184283,,0.31672887,0.56184135,100,2.38123138,0.88151584,0,0,5.90288725,0,,,,6,
RIX Kawamura 2011-JPN,,,,,1,0,0,498,2,0,0,250,0.25100402,1.22228964,0.02286998,2.75483441,1.43109216,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,42,0,0,1575,102,0,0,1573,0.41124183,0.17984103,0.28907885,0.58503015,66.10560615,,,,,,,,,,,2014
RIX Ruiz-Palac 06-LA/EU,,,,,6,0,0,9009,10,0,0,8858,0.58994339,0.51618095,0.21450446,1.62249872,8.02438796,,,,,,,,,,,2006
RIX Salinas 2005-LA,,,,,1,0,0,1527,3,0,0,517,0.11285745,1.15357887,0.01176528,1.08257594,1.60664999,,,,,,,,,,,2005
RIX Steele 2010a-ZAF,,,,,0,0,0,50,1,0,0,50,0.33333333,1.62094139,0.01390372,7.99146783,0.81373171,,,,,,,,,,,
RIX Vesikari 2007a-EU,,,,,14,0,0,2572,17,0,0,1302,0.41688775,0.35929827,0.20615026,0.84305203,16.56172634,,,,,,,,,,,2007
RIX Zaman 2017-BGD,,,,,4,0,0,1816,7,0,0,2021,0.63593455,0.62594862,0.18646786,2.16880674,5.45680569,,,,,,,,,,,2017
G3,DIC,MH,Risk Ratio,Random,7,,,6222,37,,,3692,0.13173199,,0.06039209,0.2873442,100,1.11722739,0.89152935,0,0,5.09393708,0.00000035,,,,4,
RIX Kawamura 2011-JPN,,,,,3,0,0,498,13,0,0,250,0.11584801,0.6358053,0.03331886,0.40279774,39.16931415,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,0,0,0,1575,11,0,0,1573,0.04342309,1.44419067,0.00256108,0.73623762,7.59180747,,,,,,,,,,,2014
RIX Salinas 2005-LA,,,,,1,0,0,1527,2,0,0,517,0.16928618,1.22368741,0.01538214,1.86305693,10.57433993,,,,,,,,,,,2005
RIX Steele 2010a-ZAF,,,,,0,0,0,50,1,0,0,50,0.33333333,1.62094139,0.01390372,7.99146783,6.02642327,,,,,,,,,,,
RIX Vesikari 2007a-EU,,,,,3,0,0,2572,10,0,0,1302,0.15186625,0.65740131,0.04186781,0.55086133,36.63811519,,,,,,,,,,,2007
G4,DIC,MH,Risk Ratio,Random,8,,,4597,19,,,2069,0.21154944,,0.091018,0.49169578,100,1.5314068,0.46500686,0,0,3.60967513,0.00030658,,,,2,
RIX Kawamura 2011-JPN,,,,,1,0,0,498,1,0,0,250,0.50200803,1.4120878,0.03153112,7.99248784,9.28643707,,,,,,,,,,,2011
RIX Salinas 2005-LA,,,,,1,0,0,1527,0,0,0,517,1.01701571,1.63220149,0.04149495,24.92643043,6.950643,,,,,,,,,,,2005
RIX Vesikari 2007a-EU,,,,,6,0,0,2572,18,0,0,1302,0.16874028,0.47017589,0.06714355,0.42406576,83.76291992,,,,,,,,,,,2007
G9,DIC,MH,Risk Ratio,Random,79,,,7988,108,,,5663,0.40921843,,0.257322,0.6507789,100,6.6108891,0.15793628,39.49376641,0.10116375,3.77486785,0.00016009,,,,4,
RIX Kawamura 2011-JPN,,,,,5,0,0,498,5,0,0,250,0.50200803,0.62768779,0.14669721,1.71790635,11.314877,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,1,0,0,1575,5,0,0,1573,0.19974603,1.09486499,0.02336293,1.70776823,4.31006676,,,,,,,,,,,2014
RIX Salinas 2005-LA,,,,,29,0,0,1527,19,0,0,517,0.51676835,0.29073222,0.29229689,0.91362424,30.17209883,,,,,,,,,,,2005
RIX Vesikari 2007a-EU,,,,,38,0,0,2572,71,0,0,1302,0.2709351,0.19809958,0.18375645,0.39947347,39.90269899,,,,,,,,,,,2007
RIX Zaman 2017-BGD,,,,,6,0,0,1816,8,0,0,2021,0.8346641,0.53909294,0.29015829,2.40097964,14.30025841,,,,,,,,,,,2017
G12,DIC,MH,Risk Ratio,Random,13,,,1816,27,,,2021,0.53583374,,0.27733375,1.03527898,100,0,1,0,0,1.85678519,0.06334172,,,,0,
RIX Zaman 2017-BGD,,,,,13,0,0,1816,27,0,0,2021,0.53583374,0.33602775,0.27733375,1.03527898,100,,,,,,,,,,,2017
P4,DIC,MH,Risk Ratio,Random,5,,,2364,11,,,2321,0.46870303,,0.16790521,1.30837231,100,0.80842015,0.66750413,0,0,1.44679216,0.14795514,,,,2,
RIX Kawamura 2011-JPN,,,,,1,0,0,498,2,0,0,250,0.25100402,1.22228964,0.02286998,2.75483441,18.36252895,,,,,,,,,,,2011
RIX Steele 2010a-ZAF,,,,,0,0,0,50,2,0,0,50,0.2,1.5364844,0.00984401,4.06338421,11.62049011,,,,,,,,,,,
RIX Zaman 2017-BGD,,,,,4,0,0,1816,7,0,0,2021,0.63593455,0.62594862,0.18646786,2.16880674,70.01698095,,,,,,,,,,,2017
P6,DIC,MH,Risk Ratio,Random,5,,,1866,6,,,2071,0.89790513,,0.27753754,2.90495337,100,0.64383737,0.42232489,0,0,0.17977067,0.85733261,,,,1,
RIX Steele 2010a-ZAF,,,,,1,0,0,50,0,0,0,50,3,1.62094139,0.12513346,71.92321046,13.65794751,,,,,,,,,,,
RIX Zaman 2017-BGD,,,,,4,0,0,1816,6,0,0,2021,0.74192364,0.6446869,0.20970111,2.62492982,86.34205249,,,,,,,,,,,2017
P8,DIC,MH,Risk Ratio,Random,25,,,2364,55,,,2321,0.4097813,,0.16174588,1.03817615,100,6.01282097,0.04946906,66.73774242,0.42342061,1.88097172,0.05997577,,,,2,
RIX Kawamura 2011-JPN,,,,,13,0,0,498,32,0,0,250,0.20394076,0.31963267,0.10900144,0.38157144,42.80060143,,,,,,,,,,,2011
RIX Steele 2010a-ZAF,,,,,3,0,0,50,2,0,0,50,1.5,0.89069261,0.26177751,8.59508522,18.48802903,,,,,,,,,,,
RIX Zaman 2017-BGD,,,,,9,0,0,1816,21,0,0,2021,0.47695091,0.39709532,0.2190108,1.03868015,38.71136954,,,,,,,,,,,2017
Subgroup analysis: severe cases of rotavirus diarrhoea (by G- or P-type),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1,DIC,MH,Risk Ratio,Random,58,,,28779,221,,,22450,0.18888491,,0.10423999,0.34226316,100,23.13406269,0.00319633,65.41895771,0.45208468,5.49508605,0.00000004,,,,8,
RIX Kawamura 2011-JPN,,,,,1,0,0,498,6,0,0,250,0.08366801,1.07733868,0.01012808,0.69118096,5.70371185,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,9,0,0,1575,25,0,0,1573,0.35954286,0.38709232,0.16836704,0.76779317,15.28200525,,,,,,,,,,,2014
RIX Madhi 2010-MWI,,,,,6,0,0,1030,5,0,0,483,0.56271845,0.6030136,0.17258579,1.83475153,11.27682911,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,11,0,0,1944,18,0,0,960,0.30178326,0.38066859,0.14310983,0.63638633,15.40825309,,,,,,,,,,,
RIX Phua 2009-AS,,,,,0,0,0,5263,21,0,0,5256,0.02322489,1.43043051,0.00140724,0.38329954,3.68207662,,,,,,,,,,,2009
RIX Ruiz-Palac 06-LA/EU,,,,,13,0,0,10159,70,0,0,10010,0.18299045,0.30167939,0.10130677,0.33053572,16.93740669,,,,,,,,,,,2006
RIX Salinas 2005-LA,,,,,14,0,0,1527,18,0,0,517,0.26333406,0.35269677,0.13191403,0.52568196,15.95654334,,,,,,,,,,,2005
RIX Tregnaghi 2011-LA,,,,,0,0,0,4211,1,0,0,2099,0.16619183,1.63277465,0.00677313,4.0778381,2.95013207,,,,,,,,,,,2011
RIX Vesikari 2007a-EU,,,,,4,0,0,2572,57,0,0,1302,0.03552427,0.51612693,0.01291805,0.09769069,12.80304198,,,,,,,,,,,2007
G2,DIC,MH,Risk Ratio,Random,25,,,30151,74,,,22862,0.28782721,,0.18235867,0.45429429,100,6.20649759,0.6241135,0,0,5.34840087,0.00000009,,,,8,
RIX Li 2014-CHN,,,,,11,0,0,1575,40,0,0,1573,0.27465079,0.33858299,0.14144203,0.53331429,47.29726339,,,,,,,,,,,2014
RIX Madhi 2010-MWI,,,,,2,0,0,1030,1,0,0,483,0.93786408,1.22350265,0.08524964,10.31780332,3.62206685,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,1,0,0,1944,6,0,0,960,0.08230453,1.07940289,0.0099228,0.68267363,4.65370808,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,0,0,0,1779,1,0,0,642,0.12041199,1.63234483,0.00491151,2.95205305,2.03489719,,,,,,,,,,,2005
RIX Phua 2009-AS,,,,,0,0,0,5263,2,0,0,5256,0.19973404,1.54907063,0.00959137,4.15933021,2.25955986,,,,,,,,,,,2009
RIX Ruiz-Palac 06-LA/EU,,,,,7,0,0,10159,12,0,0,10010,0.5747777,0.47538631,0.22638641,1.45931642,23.99235909,,,,,,,,,,,2006
RIX Salinas 2005-LA,,,,,1,0,0,1618,3,0,0,537,0.11063041,1.15362606,0.01153204,1.06131132,4.0741421,,,,,,,,,,,2005
RIX Tregnaghi 2011-LA,,,,,1,0,0,4211,2,0,0,2099,0.24922821,1.22445339,0.02261208,2.74696938,3.61644423,,,,,,,,,,,2011
RIX Vesikari 2007a-EU,,,,,2,0,0,2572,7,0,0,1302,0.14463453,0.80106198,0.03008893,0.69524387,8.44955921,,,,,,,,,,,2007
G3,DIC,MH,Risk Ratio,Random,12,,,24820,62,,,20476,0.17714026,,0.09350513,0.33558234,100,5.87315593,0.43754845,0,0,5.30943285,0.00000011,,,,6,
RIX Kawamura 2011-JPN,,,,,0,0,0,498,4,0,0,250,0.05588956,1.48870217,0.00302096,1.03398979,4.79499994,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,0,0,0,1575,3,0,0,1573,0.14267585,1.51143787,0.00737585,2.75987063,4.651828,,,,,,,,,,,2014
RIX Madhi 2010-MWI,,,,,0,0,0,1030,0,0,0,483,0,0,0,0,0,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,2,0,0,1944,6,0,0,960,0.16460905,0.81554313,0.03328604,0.81403914,15.97755723,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,2,0,0,1779,0,0,0,642,1.80617978,1.54850993,0.08682943,37.57119547,4.43176029,,,,,,,,,,,2005
RIX Phua 2009-AS,,,,,1,0,0,5263,18,0,0,5256,0.05548166,1.02721726,0.00740936,0.41544965,10.07116326,,,,,,,,,,,2009
RIX Ruiz-Palac 06-LA/EU,,,,,6,0,0,10159,23,0,0,10010,0.25704344,0.45819929,0.10470962,0.63099581,50.61688543,,,,,,,,,,,2006
RIX Vesikari 2007a-EU,,,,,1,0,0,2572,8,0,0,1302,0.0632776,1.06011469,0.0079228,0.50538377,9.45580585,,,,,,,,,,,2007
G4,DIC,MH,Risk Ratio,Random,9,,,14510,32,,,11954,0.17133618,,0.03744304,0.78401995,100,4.08717129,0.12956357,51.06640124,0.94553889,2.27354754,0.0229932,,,,2,
RIX Phua 2005-SGP,,,,,0,0,0,1779,1,0,0,642,0.12041199,1.63234483,0.00491151,2.95205305,16.67762084,,,,,,,,,,,2005
RIX Ruiz-Palac 06-LA/EU,,,,,8,0,0,10159,20,0,0,10010,0.39413328,0.41809289,0.17368479,0.89438483,53.74052368,,,,,,,,,,,2006
RIX Vesikari 2007a-EU,,,,,1,0,0,2572,11,0,0,1302,0.04602008,1.04391199,0.00594796,0.35606299,29.58185548,,,,,,,,,,,2007
G8,DIC,MH,Risk Ratio,Random,11,,,2974,15,,,1443,0.22170633,,0.02071045,2.37337668,100,2.7304892,0.0984492,63.37652603,2.0490128,1.24540171,0.21298415,,,,1,
RIX Madhi 2010-MWI,,,,,11,0,0,1030,10,0,0,483,0.51582524,0.43343722,0.22057697,1.20627137,65.40633542,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,0,0,0,1944,5,0,0,960,0.04491704,1.47657152,0.00248629,0.81146736,34.59366458,,,,,,,,,,,
G9,DIC,MH,Risk Ratio,Random,51,,,30558,184,,,23182,0.17949492,,0.12997813,0.24787574,100,7.40669399,0.49345496,0,0,10.42952858,0,,,,8,
RIX Kawamura 2011-JPN,,,,,1,0,0,498,2,0,0,250,0.25100402,1.22228964,0.02286998,2.75483441,1.81539313,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,0,0,0,1575,3,0,0,1573,0.14267585,1.51143787,0.00737585,2.75987063,1.18723953,,,,,,,,,,,2014
RIX Madhi 2010-MWI,,,,,8,0,0,1030,9,0,0,483,0.41682848,0.48277308,0.16181553,1.07372873,11.6367811,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,0,0,0,1944,0,0,0,960,0,0,0,0,0,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,0,0,0,1779,2,0,0,642,0.07224719,1.54850993,0.00347318,1.50284782,1.13107385,,,,,,,,,,,2005
RIX Phua 2009-AS,,,,,1,0,0,5263,12,0,0,5256,0.0832225,1.04065031,0.01082524,0.63979949,2.5044324,,,,,,,,,,,2009
RIX Ruiz-Palac 06-LA/EU,,,,,9,0,0,10159,79,0,0,10100,0.11326242,0.35152794,0.05686757,0.22558331,21.94821706,,,,,,,,,,,2006
RIX Salinas 2005-LA,,,,,13,0,0,1527,17,0,0,517,0.25890828,0.36490751,0.12662985,0.52936567,20.36823257,,,,,,,,,,,2005
RIX Tregnaghi 2011-LA,,,,,6,0,0,4211,16,0,0,2099,0.18692116,0.47796734,0.07325073,0.47698531,11.87196235,,,,,,,,,,,2011
